RecordId,SuspectsRaceAsAGroup,MostSeriousLocation,MostSeriousBias,MostSeriousBiasType
CA00-0000034175,White,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034176,White,Highway/Road/Alley/Street,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000034177,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000034178,Unknown,Residence/Home/Driveway,Anti-Transgender,Gender Nonconforming
CA00-0000034179,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034180,Unknown,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034181,Unknown,Other/Unknown,Anti-White,Race/Ethnicity/Ancestry
CA00-0000034182,Unknown,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034183,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034184,Unknown,Specialty Store (TV/Fur/etc.),Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034185,White,Park/Playground,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034186,Unknown,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034187,Unknown,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000034188,White,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034189,White,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034190,Unknown,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000034191,Unknown,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000034192,Unknown,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034193,White,Parking Lot/Garage,Anti-Lesbian,Sexual Orientation
CA00-0000034194,Group of Multiple Races,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034195,Unknown,Other/Unknown,Anti-Arab,Race/Ethnicity/Ancestry
CA00-0000034196,White,Church/Synagogue/Temple,Anti-Other Christian,Religion
CA00-0000034197,Unknown,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034198,White,Drug Store/Dr Office/Hospital,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034199,Unknown,Liquor Store,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034200,White,Park/Playground,Anti-Gay (Male),Sexual Orientation
CA00-0000034201,Group of Multiple Races,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000034202,Unknown,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000034203,Group of Multiple Races,Parking Lot/Garage,Anti-Gay (Male),Sexual Orientation
CA00-0000034204,Unknown,Grocery/Supermarket,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000034205,White,Hotel/Motel/etc.,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034206,Black or African American,Tribal Lands,Anti-Transgender,Gender Nonconforming
CA00-0000034207,Unknown,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000034208,Unknown,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034209,Unknown,Grocery/Supermarket,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034210,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034211,Unknown,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034213,Unknown,Other/Unknown,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034214,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034215,Unknown,School-College/University,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000034216,Unknown,Church/Synagogue/Temple,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry
CA00-0000034217,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034218,Group of Multiple Races,Service/Gas Station,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000034219,Unknown,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034220,Unknown,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000034221,Unknown,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000034222,Unknown,Dock/Wharf/Freight/Modal Terminal,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034224,Unknown,Park/Playground,Anti-Jewish,Religion
CA00-0000034225,Unknown,Park/Playground,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000034226,White,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000034227,White,Drug Store/Dr Office/Hospital,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034228,White,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000034229,White,School-Elementary/Secondary,Anti-Jewish,Religion
CA00-0000034230,White,Shelter-Mission/Homeless,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034231,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034232,Unknown,Shopping Mall,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034233,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034234,Native Hawaiian or Other Pacific Islander,Restaurant,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034235,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034236,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034237,White,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000034238,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034241,Unknown,Church/Synagogue/Temple,Anti-Jewish,Religion
CA00-0000034242,White,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034243,Unknown,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034244,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000034246,Group of Multiple Races,Parking Lot/Garage,Anti-White,Race/Ethnicity/Ancestry
CA00-0000034247,Black or African American,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000034248,Unknown,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry
CA00-0000034249,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034250,Black or African American,Air/Bus/Train Terminal,Anti-White,Race/Ethnicity/Ancestry
CA00-0000034251,Black or African American,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034252,White,Community Center,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034253,Unknown,Other/Unknown,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034254,Black or African American,Air/Bus/Train Terminal,Anti-Gay (Male),Sexual Orientation
CA00-0000034255,Unknown,Park/Playground,Anti-Gay (Male),Sexual Orientation
CA00-0000034257,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000034258,White,Department/Discount Store,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034259,Unknown,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034260,White,Department/Discount Store,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034261,Unknown,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034262,Unknown,Church/Synagogue/Temple,Anti-Other Christian,Religion
CA00-0000034263,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000034264,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034265,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000034266,White,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034267,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000034268,Black or African American,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation
CA00-0000034269,Unknown,Residence/Home/Driveway,Anti-Lesbian,Sexual Orientation
CA00-0000034270,White,Lake/Waterway/Beach,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000034271,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034272,Unknown,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034273,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034274,White,Arena/Stadium/Fairgrounds/Coliseum,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034275,Unknown,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034276,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034277,Unknown,Parking Lot/Garage,Anti-White,Race/Ethnicity/Ancestry
CA00-0000034278,White,Air/Bus/Train Terminal,Anti-Physical Disability,Disability
CA00-0000034279,Unknown,School-College/University,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000034280,Unknown,Church/Synagogue/Temple,Anti-Jewish,Religion
CA00-0000034281,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034282,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034283,White,Lake/Waterway/Beach,Anti-Gay (Male),Sexual Orientation
CA00-0000034284,White,Residence/Home/Driveway,Anti-Lesbian,Sexual Orientation
CA00-0000034285,White,Restaurant,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034286,Unknown,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034287,White,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034288,Unknown,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000034289,White,Park/Playground,Anti-Gay (Male),Sexual Orientation
CA00-0000034290,Unknown,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034291,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034295,Unknown,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034296,Black or African American,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034297,Unknown,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034298,White,Residence/Home/Driveway,Anti-Transgender,Gender Nonconforming
CA00-0000034299,Native Hawaiian or Other Pacific Islander,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000034300,Unknown,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034302,Unknown,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034303,White,Highway/Road/Alley/Street,Anti-Physical Disability,Disability
CA00-0000034304,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000034305,White,Commercial/Office Building,Anti-Arab,Race/Ethnicity/Ancestry
CA00-0000034306,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034307,Unknown,Construction Site,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034308,White,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034309,White,Grocery/Supermarket,Anti-Bisexual,Sexual Orientation
CA00-0000034310,Unknown,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034311,Black or African American,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000034312,White,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000034313,White,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034314,White,Restaurant,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034315,White,Parking Lot/Garage,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry
CA00-0000034316,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034317,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000034318,White,Convenience Store,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034319,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034320,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034321,Unknown,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000034322,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034323,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034324,White,Residence/Home/Driveway,Anti-Transgender,Gender Nonconforming
CA00-0000034325,White,Highway/Road/Alley/Street,Anti-Citizenship Status,Race/Ethnicity/Ancestry
CA00-0000034326,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034327,Unknown,Highway/Road/Alley/Street,Anti-Citizenship Status,Race/Ethnicity/Ancestry
CA00-0000034328,Unknown,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034329,Unknown,Park/Playground,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034330,Black or African American,Department/Discount Store,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034331,White,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034332,White,Liquor Store,Anti-Arab,Race/Ethnicity/Ancestry
CA00-0000034333,White,Residence/Home/Driveway,Anti-Lesbian,Sexual Orientation
CA00-0000034334,Unknown,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000034335,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034336,Unknown,Residence/Home/Driveway,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation
CA00-0000034337,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034338,White,Grocery/Supermarket,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034339,Unknown,Parking Lot/Garage,Anti-Gay (Male),Sexual Orientation
CA00-0000034340,White,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000034341,White,Parking Lot/Garage,Anti-Islamic (Muslim),Religion
CA00-0000034342,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000034343,Black or African American,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034344,Unknown,Parking Lot/Garage,Anti-Lesbian,Sexual Orientation
CA00-0000034345,Unknown,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034346,White,Parking Lot/Garage,Anti-Gay (Male),Sexual Orientation
CA00-0000034347,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034348,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000034349,White,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034350,White,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034351,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034352,Black or African American,Park/Playground,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034353,Unknown,Church/Synagogue/Temple,Anti-Other Religion,Religion
CA00-0000034354,Black or African American,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000034356,White,School-College/University,Anti-Citizenship Status,Race/Ethnicity/Ancestry
CA00-0000034357,Black or African American,Highway/Road/Alley/Street,Anti-Citizenship Status,Race/Ethnicity/Ancestry
CA00-0000034358,White,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034359,White,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry
CA00-0000034360,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000034361,Unknown,Convenience Store,Anti-Jewish,Religion
CA00-0000034362,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034363,White,Highway/Road/Alley/Street,Anti-Jewish,Religion
CA00-0000034364,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034365,Unknown,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034366,White,Drug Store/Dr Office/Hospital,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034367,Unknown,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034368,Unknown,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034369,Unknown,Residence/Home/Driveway,Anti-Jewish,Religion
CA00-0000034370,Unknown,Highway/Road/Alley/Street,Anti-Jewish,Religion
CA00-0000034371,White,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034372,Unknown,Convenience Store,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034373,White,Specialty Store (TV/Fur/etc.),Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
CA00-0000034374,Black or African American,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming
CA00-0000034375,White,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry
CA00-0000034376,White,Parking Lot/Garage,Anti-Asian,Race/Ethnicity/Ancestry
CA00-0000034377,Unknown,School-College/University,Anti-White,Race/Ethnicity/Ancestry
CA00-0000034378,White,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000034379,Black or African American,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation
CA00-0000034380,Unknown,Other/Unknown,Anti-Jewish,Religion
CA00-0000034381,Asian,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry
